Category,Type,Brand Name,Size,Strength,Retailer margin,Round Off,Special Purpose Fee,MRP,Bottle/case,,,,,,,,,,,,,,,,
IMFL,Vodka,White Mischief Ultra Pure Vodka,375 ml,25,19.36,9.11,25,330,24,,,,,,,,,,,,,,,,
IMFL,Vodka,White Mischief Ultra Pure Vodka,750  ml,25,38.71,3.23,25,620,12,,,,,,,,,,,,,,,,
IMFL,Whisky,8 PM PREMIUM BLACK WHISKY,180 ml,25,10.85,9.22,35,210,48,,,,,,,,,,,,,,,,
IMFL,Whisky,8 PM PREMIUM BLACK WHISKY,375 ml,25,22.39,2.77,35,380,24,,,,,,,,,,,,,,,,
IMFL,Whisky,8 PM PREMIUM BLACK WHISKY,750  ml,25,44.78,0.54,35,720,12,,,,,,,,,,,,,,,,
IMFL,Whisky,8 PM PREMIUM BLACK WHISKY,90 ml,25,5.42,2.11,35,120,96,,,,,,,,,,,,,,,,
OS,Whisky,Aberfeldy Single Highland Malt Scotch Whisky Aged 12 Years,750  ml,25,,,,3640,12,,,,,,,,,,,,,,,,
OS,Whisky,ABERLOUR HIGHLAND SINGLE MALT SCOTCH WHISKY 12 YEARS OLD,700 ml,25,,,,4060,12,,,,,,,,,,,,,,,,
OS,Whisky,ABERLOUR HIGHLAND SINGLE MALT SCOTCH WHISKY 16 YEARS OLD,700 ml,25,,,,7810,12,,,,,,,,,,,,,,,,
OS,Whisky,ABERLOUR HIGHLAND SINGLE MALT SCOTCH WHISKY 18 YEARS OLD,700 ml,25,,,,14550,12,,,,,,,,,,,,,,,,
OS,Whisky,ABERLOUR SPEYSIDE SINGLE MALT SCOTCH WHISKY 12 YEARS OLD,700 ml,25,,,,4060,12,,,,,,,,,,,,,,,,
OS,Whisky,ABERLOUR SPEYSIDE SINGLE MALT SCOTCH WHISKY 16 YEARS OLD,700 ml,25,,,,7810,12,,,,,,,,,,,,,,,,
OS,Whisky,ABERLOUR SPEYSIDE SINGLE MALT SCOTCH WHISKY 18 YEARS OLD,700 ml,25,,,,14550,12,,,,,,,,,,,,,,,,
IMFL,Whisky,After Dark Premium Grain Whisky,180 ml,25,10.09,0.84,25,180,48,,,,,,,,,,,,,,,,
IMFL,Whisky,After Dark Premium Grain Whisky,375 ml,25,20.84,6.52,25,350,24,,,,,,,,,,,,,,,,
IMFL,Whisky,After Dark Premium Grain Whisky,750  ml,25,41.67,8.03,25,670,12,,,,,,,,,,,,,,,,
OS,Whisky,AKASHI RED BLENDED WHISKY,500 ml,25,,,,3640,18,,,,,,,,,,,,,,,,
OS,Whisky,AKASHI TOJI BLENDED WHISKY,700 ml,25,,,,5780,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Amrut Amalgam Malt Whisky,750  ml,25,175.06,4.07,100,2780,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Amrut Amalgam Peated Malt Whisky,750  ml,25,175.06,4.07,100,2780,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Amrut Fusion Single Malt Whisky,750  ml,25,211.12,2.9,110,3340,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Antiquity Blue Ultra Premium Whisky,180 ml,25,16.02,5.11,60,310,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Antiquity Blue Ultra Premium Whisky,375 ml,25,32.95,6.41,60,570,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Antiquity Blue Ultra Premium Whisky,750  ml,25,65.89,2.83,60,1070,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Antiquity Blue Ultra Premium Whisky- Gift Pack,750  ml,25,65.89,2.83,60,1070,12,,,,,,,,,,,,,,,,
OS,Whisky,ARDBEG THE ULTIMATE ISLAY SINGLE MALT SCOTCH WHISKY GUARANTEED TEN YEARS OLD,700 ml,25,,,,5920,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Astra Club Whiskey,375 ml,50,,,,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Astra Club Whiskey,500 ml,50,,,,130,18,,,,,,,,,,,,,,,,
IMFL,Whisky,Astra Club Whiskey,750  ml,50,,,,195,12,,,,,,,,,,,,,,,,
OS,Whisky,AULTMORE SPEYSIDE SINGLE MALT SCOTCH WHISKY AGED 12 YEARS,700 ml,25,,,,4330,12,,,,,,,,,,,,,,,,
IMFL,Whisky,B & S BOILING CROWD PREMIUM WHISKY,180 ml,25,,,,260,48,,,,,,,,,,,,,,,,
IMFL,Whisky,B & S BOILING CROWD PREMIUM WHISKY,375 ml,25,,,,480,24,,,,,,,,,,,,,,,,
IMFL,Whisky,B & S BOILING CROWD PREMIUM WHISKY,750  ml,25,,,,900,12,,,,,,,,,,,,,,,,
IMFL,Whisky,B & S FIRE WATER CLASSIC PREMIUM WHISKY,180 ml,25,,,,200,48,,,,,,,,,,,,,,,,
IMFL,Whisky,B & S FIRE WATER CLASSIC PREMIUM WHISKY,375 ml,25,,,,370,24,,,,,,,,,,,,,,,,
IMFL,Whisky,B & S FIRE WATER CLASSIC PREMIUM WHISKY,750  ml,25,,,,710,12,,,,,,,,,,,,,,,,
IMFL,Whisky,B & S STAY ON DELUXE WHISKY,180 ml,25,10.03,1.74,25,180,48,,,,,,,,,,,,,,,,
IMFL,Whisky,B & S STAY ON DELUXE WHISKY,375 ml,25,20.6,0.14,25,340,24,,,,,,,,,,,,,,,,
IMFL,Whisky,B & S STAY ON DELUXE WHISKY,750  ml,25,41.38,2.53,25,660,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Bagpiper Deluxe Whisky,180 ml,25,,,,130,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Bagpiper Deluxe Whisky,375 ml,25,,,,250,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Bagpiper Deluxe Whisky,750  ml,25,,,,500,12,,,,,,,,,,,,,,,,
OS,Whisky,Ballantines 12YO Blended Scotch Whisky,750  ml,25,,,,2740,12,,,,,,,,,,,,,,,,
OS,Whisky,BALLANTINES BLENDED SCOTCH WHISKY AGED 17 YEARS,750  ml,25,,,,5860,12,,,,,,,,,,,,,,,,
OS,Whisky,Ballantines Finest Blended Scotch Whisky,375 ml,25,,,,1000,24,,,,,,,,,,,,,,,,
OS,Whisky,Ballantines Finest Blended Scotch Whisky,750  ml,25,,,,1890,12,,,,,,,,,,,,,,,,
OS,Whisky,Barrheads SpeySide Single Malt Scotch whisky,700 ml,25,258.88,2.87,110,4070,12,,,,,,,,,,,,,,,,
IMFL,Whisky,BKD's Red Neat Premium Whisky,375 ml,50,,,,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,BKD's Red Neat Premium Whisky,500 ml,50,,,,130,18,,,,,,,,,,,,,,,,
IMFL,Whisky,BKD's Red Neat Premium Whisky,750  ml,50,,,,195,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Black & White Blended Scotch Whisky,180 ml,25,26.36,7.05,90,500,48,,,,,,,,,,,,,,,,
OSBI,Whisky,Black & White Blended Scotch Whisky,750  ml,25,,,90,1750,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Black & White Blended Scotch Whisky(Gift Pack),750  ml,25,,,90,1750,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Black & White Blended Scotch Whisky(Limited Edition Pack),750  ml,25,,,90,1750,12,,,,,,,,,,,,,,,,
OS,Whisky,BLACK CROW WHISKY,700 ml,25,,,90,2180,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Black Dog Centenary Black Reserve Aged & Rare Blended Scotch Whisky,180 ml,25,25.9,4.17,90,490,48,,,,,,,,,,,,,,,,
OSBI,Whisky,Black Dog Centenary Black Reserve Aged & Rare Blended Scotch Whisky,750  ml,25,,,90,1720,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Black Dog Centenary Black Reserve Aged & Rare Blended Scotch Whisky(Gift Pack),750  ml,25,,,90,1720,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Black Dog Millard's Private Reserve Blended Scotch Whisky Aged 14 Years,750  ml,25,240.47,4.24,110,3790,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Black Dog Triple Gold Reserve Blended Scotch Whisky,180 ml,25,,,,650,48,,,,,,,,,,,,,,,,
OSBI,Whisky,Black Dog Triple Gold Reserve Blended Scotch Whisky,750  ml,25,,,,2330,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Black Dog Triple Gold Reserve Blended Scotch Whisky (Gift Pack),750  ml,25,,,,2330,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Black Hunt Fine Whisky,375 ml,50,6.38,2.53,0,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Black Hunt Fine Whisky,500 ml,50,8.5,0.05,0,130,18,,,,,,,,,,,,,,,,
IMFL,Whisky,Black Hunt Fine Whisky,750  ml,50,12.75,0.07,0,195,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Bottoms Up Premium Whisky,180 ml,25,,,,200,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Bottoms Up Premium Whisky,375 ml,25,,,,360,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Bottoms Up Premium Whisky,750  ml,25,,,,690,12,,,,,,,,,,,,,,,,
OS,Whisky,BOWMORE ISLAY SINGLE MALT SCOTCH WHISKY 12 YEARS,700 ml,25,,,,2970,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Bull Fighter Whisky,375 ml,50,6.38,2.53,0,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Bull Fighter Whisky,500 ml,50,8.5,0.05,0,130,18,,,,,,,,,,,,,,,,
IMFL,Whisky,Bull Fighter Whisky,750  ml,50,12.75,0.07,0,195,12,,,,,,,,,,,,,,,,
OS,Whisky,Caol Ila 12YO Islay Single Malt Scotch Whisky,750  ml,25,,,,4790,12,,,,,,,,,,,,,,,,
OS,Whisky,Chivas Regal 12YO Blended Scotch Whisky,750  ml,25,183.17,0.05,100,2900,12,,,,,,,,,,,,,,,,
OS,Whisky,Chivas Regal Gold Signature 18 YO Scotch Whisky,750  ml,25,,,,6090,12,,,,,,,,,,,,,,,,
OS,Whisky,CHIVAS REGAL ULTIS BLENDED MALT SCOTCH WHISKY,750  ml,25,,,,15910,12,,,,,,,,,,,,,,,,
OS,Whisky,CHIVAS REGAL ULTIS XX AGED 20 YEARS BLENDED SCOTCH WHISKY,750  ml,25,,,,15910,12,,,,,,,,,,,,,,,,
OS,Whisky,CHIVAS REGAL XV AGED 15 YEARS BLENDED SCOTCH WHISKY,750  ml,25,,,,4510,12,,,,,,,,,,,,,,,,
OS,Whisky,Clynelish 14 YO Single Malt Scotch Whisky,750  ml,25,,,,3690,12,,,,,,,,,,,,,,,,
OS,Whisky,COPPER DOG SPEYSIDE BLENDED MALT SCOTCH WHISKY,700 ml,25,,,,3430,12,,,,,,,,,,,,,,,,
IMFL,Whisky,COSMOS FIFTY DELUXE WHISKY,375 ml,50,,,,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,COSMOS FIFTY DELUXE WHISKY,500 ml,50,,,,130,18,,,,,,,,,,,,,,,,
IMFL,Whisky,COSMOS FIFTY DELUXE WHISKY,750  ml,50,,,,195,12,,,,,,,,,,,,,,,,
IMFL,Whisky,County Club Deluxe Whisky,375 ml,50,6.38,2.53,0,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,County Club Deluxe Whisky,500 ml,50,8.5,0.05,0,130,18,,,,,,,,,,,,,,,,
IMFL,Whisky,County Club Deluxe Whisky,750  ml,50,12.75,0.07,0,195,12,,,,,,,,,,,,,,,,
OS,Whisky,Cragganmore 12 YO Speyside Single Malt Scotch Whisky,750  ml,25,,,,4130,12,,,,,,,,,,,,,,,,
OS,Whisky,CRAIGELLACHIE SPEYSIDE SINGLE MALT SCOTCH WHISKY AGED 13 YEARS,700 ml,25,,,,4030,12,,,,,,,,,,,,,,,,
OS,Whisky,Dalwhinnie 15 YO Highland Single Malt Scotch Whisky,750  ml,25,,,,4590,12,,,,,,,,,,,,,,,,
OS,Whisky,Dewars True Scotch Aged 18 Years Blended Scotch Whisky,750  ml,25,,,,6620,12,,,,,,,,,,,,,,,,
OSBI,Whisky,DEWARS WHITE LABEL BLENDED SCOTCH WHISKY,180 ml,25,27.48,0.01,90,510,48,,,,,,,,,,,,,,,,
OSBI,Whisky,DEWARS WHITE LABEL BLENDED SCOTCH WHISKY,375 ml,25,56.33,9.03,90,960,24,,,,,,,,,,,,,,,,
OSBI,Whisky,DEWARS WHITE LABEL BLENDED SCOTCH WHISKY,750  ml,25,,,90,1820,12,,,,,,,,,,,,,,,,
OS,Whisky,Dewars True Scotch Aged 12 Years,750  ml,25,,,,2970,12,,,,,,,,,,,,,,,,
OS,Whisky,Dewars True Scotch Aged 15 Years,750  ml,25,,,,3870,12,,,,,,,,,,,,,,,,
IMFL,Whisky,DSP Black Deluxe Whisky,180 ml,25,8.56,4.23,15,150,48,,,,,,,,,,,,,,,,
IMFL,Whisky,DSP Black Deluxe Whisky,375 ml,25,17.71,4.28,15,290,24,,,,,,,,,,,,,,,,
IMFL,Whisky,DSP Black Deluxe Whisky,500 ml,25,,,,370,18,,,,,,,,,,,,,,,,
IMFL,Whisky,DSP Black Deluxe Whisky,750  ml,25,35.42,3.57,15,560,12,,,,,,,,,,,,,,,,
IMFL,Whisky,DSP Black Deluxe Whisky,90 ml,25,4.28,9.62,15,90,96,,,,,,,,,,,,,,,,
IMFL,Whisky,DSP Black Deluxe Whisky,90 ml,25,,,,90,96,,,,,,,,,,,,,,,,
IMFL,Whisky,EMBOSS Fine Whisky,375 ml,50,6.38,2.49,0,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,EMBOSS Fine Whisky,500 ml,50,8.5,0.05,0,135,18,,,,,,,,,,,,,,,,
IMFL,Whisky,EMBOSS Fine Whisky,750  ml,50,12.75,0.07,0,195,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Enso Japanese Whisky,750  ml,25,235.99,2.68,110,3720,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Episode Classic Whisky,180 ml,25,8.54,4.44,15,150,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Episode Classic Whisky,375 ml,25,17.68,4.7,15,290,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Episode Classic Whisky,750  ml,25,35.37,4.39,15,560,12,,,,,,,,,,,,,,,,
IMFL,Whisky,FARMERS MALT WHISKY,750  ml,25,30.07,5.32,5,470,12,,,,,,,,,,,,,,,,
IMFL,Whisky,FIREBALL CINNAMON FLAVOURED WHISKY,750  ml,25,82.51,8.83,80,1350,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Gladiator Vintage Whisky,375 ml,50,,,,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Gladiator Vintage Whisky,500 ml,50,,,,130,18,,,,,,,,,,,,,,,,
IMFL,Whisky,Gladiator Vintage Whisky,750  ml,50,,,,195,12,,,,,,,,,,,,,,,,
OS,Whisky,Glenfiddich Single Malt Scotch Whisky 12 YO,700 ml,25,,,,3790,12,,,,,,,,,,,,,,,,
OS,Whisky,Glenfiddich Single Malt Scotch Whisky 15 YO,700 ml,25,,,,5580,12,,,,,,,,,,,,,,,,
OS,Whisky,Glenkinchie 12 YO Single Malt Scotch Whisky,750  ml,25,,,,4760,12,,,,,,,,,,,,,,,,
OS,Whisky,Glenmorangie Single Highland Malt Scotch Whisky 10 Yeras Old,750  ml,25,,,,4130,12,,,,,,,,,,,,,,,,
OS,Whisky,GLENMORANGIE THE LASANTA HIGHLAND SINGLE MALT SCOTCH WHISKY,750  ml,25,,,,5690,12,,,,,,,,,,,,,,,,
OS,Whisky,GLENMORANGIE THE NECTAR DOR HIGHLAND SINGLE MALT SCOTCH WHISKY,750  ml,25,,,,7230,12,,,,,,,,,,,,,,,,
OS,Whisky,GLENMORANGIE THE QUINTA RUBAN HIGHLAND SINGLE MALT SCOTCH WHISKY,750  ml,25,,,,6580,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Glory Fine Whisky,180 ml,25,,,5,120,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Glory Fine Whisky,375 ml,25,,,5,240,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Glory Fine Whisky,750  ml,25,30.07,5.32,5,470,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Goa Special Whisky,180 ml,25,9.35,2.01,25,170,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Goa Special Whisky,375 ml,25,19.37,8.93,25,330,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Goa Special Whisky,750  ml,25,38.74,2.86,25,620,12,,,,,,,,,,,,,,,,
IMFL,Whisky,GOVERNORS RESERVE 100% PREMIER GRAIN WHISKY,180 ml,25,,,,210,48,,,,,,,,,,,,,,,,
IMFL,Whisky,GOVERNORS RESERVE 100% PREMIER GRAIN WHISKY,375 ml,25,22.85,5.74,35,390,24,,,,,,,,,,,,,,,,
IMFL,Whisky,GOVERNORS RESERVE 100% PREMIER GRAIN WHISKY,750  ml,25,45.7,6.48,35,740,12,,,,,,,,,,,,,,,,
IMFL,Whisky,GOVERNORS RESERVE CONNOISSEUR EDITION PREMIER GRAIN WHISKY,180 ml,25,10.93,7.86,35,210,48,,,,,,,,,,,,,,,,
IMFL,Whisky,GOVERNORS RESERVE CONNOISSEUR EDITION PREMIER GRAIN WHISKY,375 ml,25,22.57,0.06,35,380,24,,,,,,,,,,,,,,,,
IMFL,Whisky,GOVERNORS RESERVE CONNOISSEUR EDITION PREMIER GRAIN WHISKY,750  ml,25,45.13,5.12,35,730,12,,,,,,,,,,,,,,,,
OS,Whisky,Grants Family Reserve Whisky,750  ml,25,,,,1760,12,,,,,,,,,,,,,,,,
OS,Whisky,Grants Triple Wood Blended Scotch Whisky,750  ml,25,,,,1860,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Happy Royal Premium Whisky,375 ml,50,,,,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Happy Royal Premium Whisky,500 ml,50,,,,130,18,,,,,,,,,,,,,,,,
OS,Whisky,Hibiki Japanese Harmony Blended Japanese Whisky,700 ml,25,,,,10340,12,,,,,,,,,,,,,,,,
IMFL,Whisky,HIGHBURY CLASSIC RARE RESERVE WHISKY,750  ml,25,59.67,7.9,60,980,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Himalayan Bear Fine Indian Whiskey,375 ml,50,,,,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Himalayan Bear Fine Indian Whiskey,500 ml,50,,,,130,18,,,,,,,,,,,,,,,,
IMFL,Whisky,Himalayan Bear Fine Indian Whiskey,750  ml,50,,,,195,12,,,,,,,,,,,,,,,,
IMFL,Whisky,HK Blue Premium Whisky,375 ml,50,,,,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,HK Blue Premium Whisky,500 ml,50,,,,130,18,,,,,,,,,,,,,,,,
IMFL,Whisky,HK Blue Premium Whisky,750  ml,50,,,,195,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Imperial Black Exquisite Grain Whisky(Gift Pack),750  ml,25,,,,660,12,,,,,,,,,,,,,,,,
IMFL,Whisky,India No. 1 Rare Premier Whisky,180 ml,25,11.22,3.54,45,220,48,,,,,,,,,,,,,,,,
IMFL,Whisky,India No. 1 Rare Premier Whisky,375 ml,25,23.17,0.83,45,400,24,,,,,,,,,,,,,,,,
IMFL,Whisky,India No. 1 Rare Premier Whisky,750  ml,25,46.34,6.65,45,760,12,,,,,,,,,,,,,,,,
IMFL,Whisky,INDRI SINGLE MALT INDIAN WHISKY,750  ml,25,,,,3600,12,,,,,,,,,,,,,,,,
OS,Whisky,J & B Rare Old Blended Scotch Whisky,200 ml,25,,,,600,,,,,,,,,,,,,,,,,
OS,Whisky,J & B Rare Old Blended Scotch Whisky,750  ml,25,,,,1950,12,,,,,,,,,,,,,,,,
OS,Whisky,JACK DANIEL'S GENTLEMAN JACK DOUBLE MELLOWED . TENNESSEE WHISKEY,750  ml,25,,,,3480,12,,,,,,,,,,,,,,,,
OS,Whisky,JACK DANIEL'S OLD NO.7 BRAND TENNESSEE SOUR MASH WHISKEY,750  ml,25,172.86,7.78,100,2750,12,,,,,,,,,,,,,,,,
OS,Whisky,JACK DANIEL'S SINGLE BARREL SELECT TENNESSEE WHISKEY,750  ml,25,,,,5310,12,,,,,,,,,,,,,,,,
OS,Whisky,JAMESON IRISH WHISKEY,750  ml,25,137.34,0.59,100,2200,12,,,,,,,,,,,,,,,,
OS,Whisky,JAMESON IRISH WHISKEY CASKMATES,750  ml,25,,,,2500,12,,,,,,,,,,,,,,,,
OS,Whisky,JAMESON IRISH WHISKEY STOUT EDITION,750  ml,25,,,,2500,12,,,,,,,,,,,,,,,,
OS,Whisky,Jim Beam Black Kentucky Straight Bourbon Whiskey,750  ml,25,168.2,8.97,100,2680,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Jim Beam Kentucky Straight Bourbon Whiskey,180 ml,25,,,,510,48,,,,,,,,,,,,,,,,
OSBI,Whisky,Jim Beam Kentucky Straight Bourbon Whiskey,750  ml,25,112.25,4.11,90,1810,12,,,,,,,,,,,,,,,,
OSBI,Whisky,John Barr Reserve Blended Scotch Whisky,750  ml,25,116.77,5.03,90,1880,12,,,,,,,,,,,,,,,,
OS,Whisky,Johnnie Walker Aged 18 Years Blended Scotch Whisky,750  ml,25,,,,6080,12,,,,,,,,,,,,,,,,
OS,Whisky,Johnnie Walker Black Label Blended Scotch Whisky,750  ml,25,,,,3060,12,,,,,,,,,,,,,,,,
OS,Whisky,JOHNNIE WALKER BLACK LABEL LOWLANDS ORIGIN BLENDED SCOTCH WHISKY,750  ml,25,,,,2920,12,,,,,,,,,,,,,,,,
OS,Whisky,JOHNNIE WALKER BLACK LABEL SPEYSIDE ORIGIN BLENDED MALT SCOTCH WHISKY,750  ml,25,,,,2940,12,,,,,,,,,,,,,,,,
OS,Whisky,Johnnie Walker Blue Label Blended Scotch Whisky,750  ml,25,,,,15510,12,,,,,,,,,,,,,,,,
OS,Whisky,Johnnie Walker Double Black Blended Scotch Whisky,750  ml,25,,,,3800,12,,,,,,,,,,,,,,,,
OS,Whisky,Johnnie Walker Gold Label Reserve Blended Scotch Whisky,750  ml,25,,,,4710,12,,,,,,,,,,,,,,,,
OS,Whisky,Johnnie Walker Red Label Blended Scotch Whisky,375 ml,25,,,,990,24,,,,,,,,,,,,,,,,
OS,Whisky,Johnnie Walker Red Label Blended Scotch Whisky,750  ml,25,,,,1900,12,,,,,,,,,,,,,,,,
OS,Whisky,JOHNNIE WALKER RED RYE FINISH BLENDED SCOTCH WHISKY,700 ml,25,,,,1820,12,,,,,,,,,,,,,,,,
OS,Whisky,Jura 10 Years Old Single Malt Scotch Whisky,700 ml,25,292.56,7.99,110,4590,12,,,,,,,,,,,,,,,,
OS,Whisky,Lagavulin 16 YO Islay Single Malt Scotch Whisky,750  ml,25,,,,7490,12,,,,,,,,,,,,,,,,
OS,Whisky,Laphroaig Islay Single Malt Scotch Whisky 10 Yrs Old,750  ml,25,,,,4080,12,,,,,,,,,,,,,,,,
OS,Whisky,Laphroaig Islay Single Malt Scotch Whisky Select,750  ml,25,,,,4370,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Legend Premium Whisky,180 ml,25,,,,150,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Legend Premium Whisky,375 ml,25,,,,290,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Legend Premium Whisky,750  ml,25,35.33,5.04,15,560,12,,,,,,,,,,,,,,,,
IMFL,Whisky,LOT 50 Classic Whisky,375 ml,50,,,,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,LOT 50 Classic Whisky,500 ml,50,,,,130,18,,,,,,,,,,,,,,,,
IMFL,Whisky,LOT 50 Classic Whisky,750  ml,50,,,,195,12,,,,,,,,,,,,,,,,
IMFL,Whisky,MaQintosh BLUE Reserve WHISKY,750  ml,25,114.66,7.28,90,1850,12,,,,,,,,,,,,,,,,
IMFL,Whisky,MaQintosh Silver Edition Whisky,750  ml,25,70.54,1.73,70,1150,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Mc Dowells No.1 Luxury Premium Whisky,180 ml,25,9.37,1.7,25,170,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Mc Dowells No.1 Luxury Premium Whisky,375 ml,25,19.39,8.56,25,330,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Mc Dowells No.1 Luxury Premium Whisky,750  ml,25,38.79,2.12,25,620,12,,,,,,,,,,,,,,,,
IMFL,Whisky,McDowell's No. 1 Superior Whisky,180 ml,25,8.97,7.96,15,160,48,,,,,,,,,,,,,,,,
IMFL,Whisky,McDowell's No. 1 Superior Whisky,375 ml,25,18.55,1.42,15,300,24,,,,,,,,,,,,,,,,
IMFL,Whisky,McDowell's No. 1 Superior Whisky,750  ml,25,37.1,7.85,15,590,12,,,,,,,,,,,,,,,,
IMFL,Whisky,McDowells No.1 Platinum Classic Whisky,180 ml,25,10.68,1.7,35,200,48,,,,,,,,,,,,,,,,
IMFL,Whisky,McDowells No.1 Platinum Classic Whisky,375 ml,25,,,35,380,24,,,,,,,,,,,,,,,,
IMFL,Whisky,McDowells No.1 Platinum Classic Whisky,750  ml,25,44.13,0.46,35,710,12,,,,,,,,,,,,,,,,
IMFL,Whisky,McDowells No.1 Reserve Whisky,180 ml,25,,,,170,48,,,,,,,,,,,,,,,,
IMFL,Whisky,McDowells No.1 Reserve Whisky,375 ml,25,,,,330,24,,,,,,,,,,,,,,,,
IMFL,Whisky,McDowells No.1 Reserve Whisky,750  ml,25,,,,620,12,,,,,,,,,,,,,,,,
OS,Whisky,MICHTERS SINGLE BARREL KENTUCKY STRAIGHT RYE WHISKEY,700 ml,25,,,,9520,12,,,,,,,,,,,,,,,,
OS,Whisky,MICHTERS KENTUCKY STRAIGHT BOURBON WHISKEY,700 ml,25,,,,9520,12,,,,,,,,,,,,,,,,
OS,Whisky,Monkey Shoulder Blended Malt Scotch Whisky,700 ml,25,,,,3410,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Oaksmith Gold International Blended Whisky,180 ml,25,16.68,5,70,330,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Oaksmith Gold International Blended Whisky,375 ml,25,34.31,5.61,70,600,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Oaksmith Gold International Blended Whisky,750  ml,25,68.61,1.21,70,1120,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Oaksmith Gold International Blended Whisky (GIFT PACK),750  ml,25,68.61,1.21,70,1120,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Oaksmith International Blended Whisky,180 ml,25,11.33,1.86,45,220,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Oaksmith International Blended Whisky,375 ml,25,,,45,410,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Oaksmith International Blended Whisky,750  ml,25,46.77,0.04,45,760,12,,,,,,,,,,,,,,,,
IMFL,Whisky,OAKTON BARREL AGED RARE PREMIER GRAIN WHISKY,180 ml,25,13.83,8.59,50,270,48,,,,,,,,,,,,,,,,
IMFL,Whisky,OAKTON BARREL AGED RARE PREMIER GRAIN WHISKY,375 ml,25,28.46,5.03,50,490,24,,,,,,,,,,,,,,,,
IMFL,Whisky,OAKTON BARREL AGED RARE PREMIER GRAIN WHISKY,750  ml,25,56.91,0.07,50,920,12,,,,,,,,,,,,,,,,
OS,Whisky,Oban Single Malt Scotch Whisky,700 ml,25,,,,2940,12,,,,,,,,,,,,,,,,
IMFL,Whisky,OFFICERS CHOICE BLUE PRIME GRAIN WHISKY,180 ml,25,8.97,7.96,15,160,48,,,,,,,,,,,,,,,,
IMFL,Whisky,OFFICER'S CHOICE BLUE PRIME GRAIN WHISKY,375 ml,25,18.55,1.42,15,300,24,,,,,,,,,,,,,,,,
