Category,Type,Brand Name,Size,Strength,Retailer margin,Round Off,Special Purpose Fee,MRP,Bottle/case,,,,,,,,,,,,,,,,
OS,Wine,Portia Ribera Del Duero,750  ml,,190.98,0.75,10,2930,12,,,,,,,,,,,,,,,,
OS,Wine,PRELUDE DE GRAND PUY DUCASSE PAUILLAC ROUGE,750  ml,,509.5,1.9,10,7800,12,,,,,,,,,,,,,,,,
OS,Wine,Principe Corsini Le Corti Chianti Classico,750  ml,,,,,3010,12,,,,,,,,,,,,,,,,
IMFL,Wine,RASA CABERNET SAUVIGNON,750  ml,,150.94,2.79,10,2320,12,,,,,,,,,,,,,,,,
IMFL,Wine,RASA SYRAH,750  ml,,111.8,1.06,10,1720,12,,,,,,,,,,,,,,,,
IMFL,Wine,RASA ZINFANDEL,750  ml,,105.87,1.64,10,1630,12,,,,,,,,,,,,,,,,
IMFL,Wine,RAYA RED,750  ml,,28.81,4.59,10,455,12,,,,,,,,,,,,,,,,
IMFL,Wine,RESVERA LITE JAMUN,375 ml,,,,,510,24,,,,,,,,,,,,,,,,
IMFL,Wine,RESVERA LITE JAMUN,750  ml,,65.3,1.92,10,1010,12,,,,,,,,,,,,,,,,
IMFL,Wine,RESVERA PURE JAMUN,375 ml,,44.52,4.5,10,695,24,,,,,,,,,,,,,,,,
IMFL,Wine,RESVERA PURE JAMUN,750  ml,,89.04,3.99,10,1375,12,,,,,,,,,,,,,,,,
IMFL,Wine,Rio Spritzer Fizzy Wine Cooler Cranberry,330 ml,,8.83,0.05,10,145,24,,,,,,,,,,,,,,,,
IMFL,Wine,Rio Spritzer Fizzy Wine Cooler Lemon & Passion,330 ml,,8.83,0.05,10,145,24,,,,,,,,,,,,,,,,
IMFL,Wine,Rio Spritzer Fizzy Wine Cooler Orange & Pineapple,330 ml,,8.83,0.05,10,145,24,,,,,,,,,,,,,,,,
IMFL,Wine,Rio Strong Extra Dry Fizzy Wine,330 ml,,8.83,0.05,10,145,24,,,,,,,,,,,,,,,,
IMFL,Wine,Rio Strong Fizzy Port Wine,330 ml,,8.83,0.05,10,145,24,,,,,,,,,,,,,,,,
OS,Wine,Riunite Lambrusco Emillia IGT,750  ml,,82.53,3.41,10,1275,12,,,,,,,,,,,,,,,,
OS,Wine,Robert Mondavi Private selection Zinfandel,750  ml,,,,,3690,12,,,,,,,,,,,,,,,,
OS,Wine,"Rolf Binder, HALLIWELL, Shiraz-Grenache",750  ml,,237.6,3.12,10,3645,12,,,,,,,,,,,,,,,,
OS,Wine,Ruffino Chianti DOCG,750  ml,,172.49,3.34,10,2650,12,,,,,,,,,,,,,,,,
OS,Wine,S'ANAVAI CAVA BRUT,750  ml,,112.19,0.11,10,1725,12,,,,,,,,,,,,,,,,
OS,Wine,Saint Claire Sauvignon Blanc,750  ml,,,,,4890,12,,,,,,,,,,,,,,,,
IMFL,Wine,Samara Red Wine,750  ml,,21.36,3.43,10,340,12,,,,,,,,,,,,,,,,
IMFL,Wine,Samara White Wine,750  ml,,21.36,3.43,10,340,12,,,,,,,,,,,,,,,,
OS,Wine,Santa Cristina,750  ml,,147.88,4.56,10,2275,12,,,,,,,,,,,,,,,,
OS,Wine,"Santana Classic, Tempranillo",750  ml,,76.44,1.51,10,1180,12,,,,,,,,,,,,,,,,
IMFL,Wine,SATORI RED WINE,375 ml,,33.03,0.18,10,515,24,,,,,,,,,,,,,,,,
IMFL,Wine,SATORI RED WINE,750  ml,,61.61,3.3,10,955,12,,,,,,,,,,,,,,,,
OS,Wine,SCAIA CORVINA RED WINE,750  ml,,,,,3835,12,,,,,,,,,,,,,,,,
OS,Wine,SENORITA CABERNET SAUVIGNON,750  ml,,87.65,0.29,10,1350,12,,,,,,,,,,,,,,,,
OS,Wine,SENORITA MALBEC RESERVA,750  ml,,105.11,3.28,10,1620,12,,,,,,,,,,,,,,,,
OS,Wine,SENORITA MERLOT RESERVA,750  ml,,105.11,3.28,10,1620,12,,,,,,,,,,,,,,,,
OS,Wine,SENORITA SAUVIGNON BLANC,750  ml,,87.65,0.29,10,1350,12,,,,,,,,,,,,,,,,
OS,Wine,SENSI 18K PROSECCO ROSE,750  ml,,248.5,1.5,10,3810,12,,,,,,,,,,,,,,,,
OS,Wine,Sensi Chianti Collezione,750  ml,,121,0.36,10,1860,12,,,,,,,,,,,,,,,,
OS,Wine,SENSI COLLEZIONE CABERNET TERRE SCICILIANE,750  ml,,136.72,0.07,10,2100,12,,,,,,,,,,,,,,,,
OS,Wine,SENSI COLLEZIONE SANGIOVESE,750  ml,,115.79,0.11,10,1780,12,,,,,,,,,,,,,,,,
OS,Wine,SENSI COLLEZIONE SHIRAZ TERRE SICILIANCE,750  ml,,136.72,0.07,10,2100,12,,,,,,,,,,,,,,,,
OS,Wine,SENSI MERLOT COLLEZIONE,750  ml,,115.79,0.11,10,1780,12,,,,,,,,,,,,,,,,
OS,Wine,Sensi Montepulciano D Abruzzo,750  ml,,112.42,1.63,10,1730,12,,,,,,,,,,,,,,,,
OS,Wine,Sensi Nero D Avola,750  ml,,,,,1810,12,,,,,,,,,,,,,,,,
OS,Wine,SENSI NINFATO SULPHUR FREE,750  ml,,174.63,0.67,10,2680,12,,,,,,,,,,,,,,,,
OS,Wine,Sensi Pinot Grigio Collezione,750  ml,,,,,1900,12,,,,,,,,,,,,,,,,
OS,Wine,Sensi Pinot Noir,750  ml,,141.18,2.01,10,2170,12,,,,,,,,,,,,,,,,
OS,Wine,Sensi Pinot Noir Rose 18K,750  ml,,244.62,0.85,10,3750,12,,,,,,,,,,,,,,,,
OS,Wine,"Sensi Prosecco 18 K, Brut",750  ml,,,,,3985,12,,,,,,,,,,,,,,,,
OS,Wine,Sensi Vermentino,750  ml,,,,,1970,12,,,,,,,,,,,,,,,,
IMFL,Wine,Sidus Premium Port wine,375 ml,,,,,155,24,,,,,,,,,,,,,,,,
IMFL,Wine,Sidus Premium Port wine,750  ml,,18.36,4.34,10,295,12,,,,,,,,,,,,,,,,
OS,Wine,Soro Toscana Bianco,750  ml,,101.71,0.24,10,1565,12,,,,,,,,,,,,,,,,
OS,Wine,Soro Toscana Rosso,750  ml,,101.71,0.24,10,1565,12,,,,,,,,,,,,,,,,
IMFL,Wine,SULA BRUT CREMENT DE NASHIK,375 ml,,,,,555,24,,,,,,,,,,,,,,,,
IMFL,Wine,SULA BRUT CREMENT DE NASHIK,750  ml,,70.71,4.15,10,1095,12,,,,,,,,,,,,,,,,
IMFL,Wine,SULA BRUT METHODE TRADITIONNELLE,750  ml,,,,,930,12,,,,,,,,,,,,,,,,
IMFL,Wine,SULA BRUT TROPICALE METHODE TRADITIONNELLE,750  ml,,78.74,1.41,10,1215,12,,,,,,,,,,,,,,,,
IMFL,Wine,Sula Mosaic Chenin Sauvignon,750  ml,,,,,485,12,,,,,,,,,,,,,,,,
IMFL,Wine,Sula Mosaic Grenche Syrah,750  ml,,,,,485,12,,,,,,,,,,,,,,,,
IMFL,Wine,Sula Seco Methode Classique,750  ml,,,,,595,12,,,,,,,,,,,,,,,,
IMFL,Wine,Sula Seco Rose Methode Classique,750  ml,,,,,655,12,,,,,,,,,,,,,,,,
IMFL,Wine,SULA SPARKLING SHIRAZ CREMENT DE NASHIK,750  ml,,,,,1555,12,,,,,,,,,,,,,,,,
IMFL,Wine,Sula Vineyards Chenin Blanc,375 ml,,,,,290,24,,,,,,,,,,,,,,,,
IMFL,Wine,Sula Vineyards Chenin Blanc,750  ml,,36.52,1.84,10,570,12,,,,,,,,,,,,,,,,
IMFL,Wine,Sula Vineyards Chenin Blanc Reserve,750  ml,,,,,880,12,,,,,,,,,,,,,,,,
IMFL,Wine,SULA VINEYARDS DINDORI RESERVE CHARDONNAY,750  ml,,79.44,0.63,10,1225,12,,,,,,,,,,,,,,,,
IMFL,Wine,Sula Vineyards Dindori Reserve Shiraz,375 ml,,,,,470,24,,,,,,,,,,,,,,,,
IMFL,Wine,Sula Vineyards Dindori Reserve Shiraz,750  ml,,59.98,3.13,10,930,12,,,,,,,,,,,,,,,,
IMFL,Wine,Sula Vineyards Dindori Reserve Viognier,750  ml,,,,,790,12,,,,,,,,,,,,,,,,
IMFL,Wine,Sula Vineyards Late Harvest Chenin Blanc,375 ml,,28.52,4.05,10,450,24,,,,,,,,,,,,,,,,
IMFL,Wine,Sula Vineyards Late Harvest Chenin Blanc,750  ml,,,,,885,12,,,,,,,,,,,,,,,,
IMFL,Wine,SULA VINEYARDS RASA CABERNET SAUVIGNON,750  ml,,,,,1805,12,,,,,,,,,,,,,,,,
IMFL,Wine,Sula Vineyards Rasa Shiraz,750  ml,,90.23,0.72,10,1390,12,,,,,,,,,,,,,,,,
IMFL,Wine,SULA VINEYARDS RASA ZINFANDEL,750  ml,,95.52,4.99,10,1475,12,,,,,,,,,,,,,,,,
IMFL,Wine,Sula Vineyards Riesling,750  ml,,55.78,2.31,10,865,12,,,,,,,,,,,,,,,,
IMFL,Wine,Sula Vineyards Sauvignon Blanc,375 ml,,,,,300,24,,,,,,,,,,,,,,,,
IMFL,Wine,Sula Vineyards Sauvignon Blanc,750  ml,,,,,585,12,,,,,,,,,,,,,,,,
IMFL,Wine,SULA VINEYARDS SHIRAZ CABERNET,375 ml,,,,,385,24,,,,,,,,,,,,,,,,
IMFL,Wine,SULA VINEYARDS SHIRAZ CABERNET,750  ml,,49.05,0.22,10,760,12,,,,,,,,,,,,,,,,
IMFL,Wine,Sula Vineyards Zinfandel,750  ml,,,,,715,12,,,,,,,,,,,,,,,,
IMFL,Wine,Sula Vineyards Zinfandel Rose,750  ml,,,,,590,12,,,,,,,,,,,,,,,,
OS,Wine,SUSANA BALBO CRIOS MALBEC,750  ml,,,,,5150,12,,,,,,,,,,,,,,,,
OS,Wine,SUSANA BALBO CRIOS TORRONTES,750  ml,,,,,4245,12,,,,,,,,,,,,,,,,
OS,Wine,TALINGA PARK CABERNET MERLOT,750  ml,,116.45,4.99,10,1795,12,,,,,,,,,,,,,,,,
OS,Wine,TALINGA PARK MOSCATO,750  ml,,116.45,4.99,10,1795,12,,,,,,,,,,,,,,,,
OS,Wine,TALINGA PARK PINOT NOIR,750  ml,,116.45,4.99,10,1795,12,,,,,,,,,,,,,,,,
OS,Wine,TALINGA PARK ROSE,750  ml,,116.45,4.99,10,1795,12,,,,,,,,,,,,,,,,
OS,Wine,TALINGA PARK SAUVIGNON BLANC,750  ml,,116.45,4.99,10,1795,12,,,,,,,,,,,,,,,,
OS,Wine,Temalo Cabernet Sauvignon,750  ml,,103.33,0.52,10,1590,12,,,,,,,,,,,,,,,,
OS,Wine,Temalo Malbec,750  ml,,100.79,4.32,10,1555,12,,,,,,,,,,,,,,,,
OS,Wine,Temalo Pinot Noir,750  ml,,103.27,1.51,10,1590,12,,,,,,,,,,,,,,,,
OS,Wine,"THALABERT, CROZES HERMITAGE JABOULET",750  ml,,588.74,0.76,10,9010,12,,,,,,,,,,,,,,,,
OS,Wine,The Chocolate Block,750  ml,,,,,7575,12,,,,,,,,,,,,,,,,
IMFL,Wine,TILT BUBBLY,250  ml,,11.45,0.01,10,185,,,,,,,,,,,,,,,,,
IMFL,Wine,TILT BUBBLY ROSE,250  ml,,11.45,0.01,10,185,,,,,,,,,,,,,,,,,
IMFL,Wine,TILT RED,250  ml,,11.45,0.01,10,185,,,,,,,,,,,,,,,,,
IMFL,Wine,TILT WHITE,250  ml,,11.45,0.01,10,185,,,,,,,,,,,,,,,,,
OS,Wine,Trapiche Sauvignon Blanc,750  ml,,,,,1520,12,,,,,,,,,,,,,,,,
OS,Wine,TRUE NOMAD PROSECCO,750  ml,,145.8,1.34,10,2240,12,,,,,,,,,,,,,,,,
OS,Wine,Two Oceans Chardonnay,750  ml,,98.76,0.45,10,1520,12,,,,,,,,,,,,,,,,
OS,Wine,Two Oceans Pinotage,750  ml,,98.76,0.45,10,1520,12,,,,,,,,,,,,,,,,
OS,Wine,Ventisquero Classico Carmenere,750  ml,,103.89,2.03,10,1600,12,,,,,,,,,,,,,,,,
OS,Wine,Ventisquero Classico Sauvignon Blanc,750  ml,,103.89,2.03,10,1600,12,,,,,,,,,,,,,,,,
IMFL,Wine,VERO BIANCO,750  ml,,31.88,2.74,10,50 0,12,,,,,,,,,,,,,,,,
IMFL,Wine,VERO ROSE,750  ml,,31.88,2.74,10,50 0,12,,,,,,,,,,,,,,,,
IMFL,Wine,VERO ROSSO,750  ml,,31.88,2.74,10,50 0,12,,,,,,,,,,,,,,,,
IMFL,Wine,VIJAY AMRITRAJ RESERVE COLLECTION RED,750  ml,,106.34,4.45,10,1640,12,,,,,,,,,,,,,,,,
IMFL,Wine,VIJAY AMRITRAJ RESERVE COLLECTION WHITE,750  ml,,106.34,4.45,10,1640,12,,,,,,,,,,,,,,,,
OS,Wine,VILLA ANTINORI TOSCANA,750  ml,,195.24,0.69,10,2995,12,,,,,,,,,,,,,,,,
OS,Wine,VIRTO VINO BIANCO,750  ml,,,,10,1260,12,,,,,,,,,,,,,,,,
OS,Wine,WACHTENBURG GEWURZTRAMINER,750  ml,,138.91,1.68,10,2135,12,,,,,,,,,,,,,,,,
OS,Wine,WACHTENBURG RIESLING,750  ml,,138.91,1.68,10,2135,12,,,,,,,,,,,,,,,,
OS,Wine,WATERSTONE BRIDGE CHARDONNAY,750  ml,,129.63,3.51,10,1995,12,,,,,,,,,,,,,,,,
OS,Wine,WATERSTONE BRIDGE SHIRAZ,750  ml,,,,10,1995,12,,,,,,,,,,,,,,,,
OS,Wine,WINE MEN OF GOTHAM BRUT CUVEE,750  ml,,149.14,0.29,10,2290,12,,,,,,,,,,,,,,,,
OS,Wine,WINE MEN OF GOTHAM CABERNET SAUVIGNON,750  ml,,142.51,1.7,10,2190,12,,,,,,,,,,,,,,,,
OS,Wine,WINE MEN OF GOTHAM MOSCATO,750  ml,,144.82,1.34,10,2225,12,,,,,,,,,,,,,,,,
OS,Wine,WINE MEN OF GOTHAM ROSE,750  ml,,142.51,1.7,10,2190,12,,,,,,,,,,,,,,,,
OS,Wine,WINE MEN OF GOTHAM SHIRAZ CABERNET,750  ml,,142.51,1.7,10,2190,12,,,,,,,,,,,,,,,,
OS,Wine,WINE MEN OF GOTHAM SHIRAZ GRENACHE,750  ml,,142.5,1.79,10,2190,12,,,,,,,,,,,,,,,,
OS,Wine,Woodbridge Merlot,750  ml,,,,10,2480,12,,,,,,,,,,,,,,,,
OS,Wine,Woodbridge Moscato,750  ml,,,,10,2170,12,,,,,,,,,,,,,,,,
OS,Wine,Woodbridge Pinot Noir,750  ml,,161.45,2.11,10,2480,12,,,,,,,,,,,,,,,,
OS,Wine,Woodbridge Zinfandel,750  ml,,159.46,2.6,10,2450,12,,,,,,,,,,,,,,,,
OS,Wine,Yellow Tail Chardonnay,750  ml,,97,2.36,10,1495,12,,,,,,,,,,,,,,,,
OS,Wine,Yellow Tail Merlot,750  ml,,97,2.36,10,1495,12,,,,,,,,,,,,,,,,
OS,Wine,Yellow Tail Pink Bubbles Rose,750  ml,,158.85,1.87,10,2440,12,,,,,,,,,,,,,,,,
OS,Wine,Yellow Tail Shiraz,750  ml,,,,,1495,12,,,,,,,,,,,,,,,,
IMFL,Wine,ZAMPA SOIREE BRUT,750  ml,,83.74,0.04,10,1290,12,,,,,,,,,,,,,,,,
IMFL,Wine,Zinzi Red Wine,750  ml,,32.05,0.08,10,50 0,12,,,,,,,,,,,,,,,,
IMFL,Wine,Zinzi White Wine,750  ml,,32.05,0.08,10,50 0,12,,,,,,,,,,,,,,,,
IMFL,Wine,ZIVA RED WINE,750  ml,,34.67,0.1,10,540,12,,,,,,,,,,,,,,,,
IMFL,Wine,ZIVA ROSE WINE,750  ml,,34.67,0.1,10,540,12,,,,,,,,,,,,,,,,
IMFL,Wine,ZIVA WHITE WINE,750  ml,,34.67,0.1,10,540,12,,,,,,,,,,,,,,,,
OS,Wine,Zonin Prosecco,750  ml,,,,,2510,12,,,,,,,,,,,,,,,,
OS,Wine,Zonin Ventiterre Chardonnay Italiano White Wine,750  ml,,104.21,2.04,10,1605,12,,,,,,,,,,,,,,,,
OS,Wine,Zonin Ventiterre Chianti DOCG Red Wine,750  ml,,,,,1900,12,,,,,,,,,,,,,,,,
OS,Wine,Zonin Ventiterre Merlot Italiano Red Wine,750  ml,,,,,1605,12,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
